,movie_name,Directed by,Story by,Based on,Produced by,Starring,Music by,Productioncompany,Distributed by,Release dates,Running time,Country,Language,Budget,Box office,Narrated by,Cinematography,Release date,Written by,Edited by,Screenplay by,Countries,Productioncompanies
172,Wild Hearts Can't Be Broken,['Steve Miner'],,"['A Girl and Five Brave Horses', 'Sonora Webster Carver']",['Matt Williams'],"['Gabrielle Anwar', 'Michael Schoeffling', 'Cliff Robertson']",['Mason Daring'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['88 minutes'],['United States'],['English'],,['$7.3 million'],,['Daryn Okada'],"['\nMay\xa024,\xa01991\xa0(1991-05-24)\n']",['Matt Williams'],['Jon Poll'],,,
173,The Rocketeer (film),['Joe Johnston'],['William Dear'],"['The Rocketeer', 'Dave Stevens']","['Charles Gordon', 'Lawrence Gordon', 'Lloyd Levin']","['Billy Campbell', 'Alan Arkin', 'Jennifer Connelly', 'Paul Sorvino', 'Timothy Dalton']",['James Horner'],,['Buena Vista Pictures Distribution'],,['108 minutes[2]'],['United States'],['English'],"['$35–40 million[3][4]', '$35–40 million[3][4]']","['$46.7 million (U.S.)[1][4]', '$46.7 million (U.S.)[1][4]']",,['Hiro Narita'],"['\nJune\xa021,\xa01991\xa0(1991-06-21)\n']",,['Arthur Schmidt'],"['Danny Bilson', 'Paul De Meo']",,"['Walt Disney Pictures', 'Walt Disney Pictures[1]\nTouchstone Pictures\nSilver Screen Partners IV\nGordon Company', 'Touchstone Pictures', 'Silver Screen Partners IV', 'Gordon Company']"
174,Beauty and the Beast (1991 film),"['Gary Trousdale', 'Kirk Wise']","['Brenda Chapman', 'Chris Sanders', 'Burny Mattinson', 'Brian Pimental', 'Joe Ranft', 'Kelly Asbury']","['Beauty and the Beast', 'Jeanne-Marie Leprince de Beaumont']",['Don Hahn'],"[""Paige O'Hara"", 'Robby Benson', 'Richard White', 'Jerry Orbach', 'David Ogden Stiers', 'Angela Lansbury', 'Rex Everhart', 'Jesse Corti']",['Alan Menken'],,"['Buena Vista Pictures Distribution, Inc.']",['NYFF'],['84 minutes[4]'],['United States'],['English'],['$25\xa0million[5]'],['$424\xa0million[5]'],,,,,['John Carnochan'],['Linda Woolverton'],,"['Walt Disney Pictures', 'Walt Disney Pictures[2]\nWalt Disney Feature Animation[3]\nSilver Screen Partners IV[2]', 'Walt Disney Feature Animation', 'Walt Disney Pictures[2]\nWalt Disney Feature Animation[3]\nSilver Screen Partners IV[2]', 'Silver Screen Partners IV', 'Walt Disney Pictures[2]\nWalt Disney Feature Animation[3]\nSilver Screen Partners IV[2]']"
175,Newsies,['Kenny Ortega'],,,['Michael Finnell'],"['Christian Bale', 'Bill Pullman', 'Ann-Margret', 'Robert Duvall']","['Alan Menken', 'J.\xa0A.\xa0C. Redford']",,['Buena Vista Pictures Distribution'],,['121 minutes[1]'],['United States'],['English'],['$15 million'],['$2.8 million'],,['Andrew Laszlo'],"['\nApril\xa010,\xa01992\xa0(1992-04-10)\n']","['Bob Tzudiker', 'Noni White']",['William H. Reynolds'],,,"['Walt Disney Pictures', 'Touchwood Pacific Partners I']"
176,"Honey, I Blew Up the Kid",['Randal Kleiser'],['Garry Goodrow'],"['Characters', 'Stuart Gordon', 'Brian Yuzna']","['Dawn Steel', 'Edward S. Feldman']","['Rick Moranis', 'Marcia Strassman', 'Lloyd Bridges', 'Robert Oliveri', 'John Shea']",['Bruce Broughton'],,['Buena Vista Pictures Distribution'],,['89 minutes'],['United States'],['English'],['$32 million[2]'],['$96 million'],,['John Hora'],"['\nJuly\xa017,\xa01992\xa0(1992-07-17)\n']",,['Michael A. StevensonHarry Hitner'],"['Garry Goodrow', 'Thom Eberhardt']",,"['Walt Disney Pictures', 'Touchwood Pacific Partners', 'Walt Disney PicturesTouchwood Pacific Partners[1]']"
177,The Mighty Ducks (film),['Stephen Herek'],,,"['Jon Avnet', 'Jordan Kerner']","['Emilio Estevez', 'Joss Ackland', 'Lane Smith']",['David Newman'],,['Buena Vista Pictures Distribution'],,['104 minutes'],['United States'],['English'],['$14 million[1]'],['$50.8 million[2]'],,['Thomas Del Ruth'],"['\nOctober\xa02,\xa01992\xa0(1992-10-02)\n']",['Steven Brill'],['John F. Link'],,,"['Walt Disney Pictures', 'Kerner', 'Touchwood Pacific Partners']"
178,Aladdin (1992 Disney film),"['John Musker', 'Ron Clements']","['Burny Mattinson', 'Roger Allers', 'Daan Jippes', 'Sue Nichols', 'Francis Glebas', 'Darrell Rooney', 'Kevin Lima', 'Chris Sanders', 'Brian Pimental']","['Aladdin and the Magic Lamp', 'One Thousand and One Nights', '""Aladdin and the Magic Lamp"" from One Thousand and One Nights[a]']",['\nJohn Musker\nRon Clements\n'],"['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Frank Welker', 'Gilbert Gottfried', 'Douglas Seale']",['Alan Menken'],,['Buena Vista Pictures Distribution'],,['90 minutes'],['United States'],['English'],['$28\xa0million[5]'],['$504.1\xa0million[5]'],,,"['November\xa011,\xa01992\xa0(1992-11-11)[4]']",,['H. Lee Peterson'],"['Ted Elliott', 'Terry Rossio']",,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
179,The Muppet Christmas Carol,['Brian Henson'],,"['A Christmas Carol', 'Charles Dickens']",['\nBrian Henson\nMartin G. Baker\n'],"['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson', 'Frank Oz']",['Miles Goodman'],,"['Buena Vista Pictures Distribution', 'Buena Vista Pictures Distribution[1]']",,['86 minutes[2]'],['United States[3]'],['English'],['$12 million'],['$27.2 million[4]'],,['John Fenner'],"['\nDecember\xa011,\xa01992\xa0(1992-12-11)\n']",,['Michael Jablow'],['Jerry Juhl'],,"['Walt Disney Pictures', 'Walt Disney Pictures[1]\nJim Henson Productions[1]', 'Jim Henson Productions', 'Walt Disney Pictures[1]\nJim Henson Productions[1]']"
180,Homeward Bound: The Incredible Journey,['Duwayne Dunham'],,"['The Incredible Journey', 'Sheila Burnford']","['Jeffrey Chernov', 'Franklin R. Levy']","['Michael J. Fox', 'Don Ameche', 'Sally Field', 'Robert Hays', 'Kim Greist', 'Veronica Lauren', 'Benj Thall']",['Bruce Broughton'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['84 minutes'],['United States'],['English'],,['$57 million[1]'],,['Reed Smoot'],"['February\xa03,\xa01993\xa0(1993-02-03)']",,['Jonathan P. Shaw'],"['Caroline Thompson', 'Linda Woolverton', 'Jonathan Roberts']",,
181,A Far Off Place,['Mikael Salomon'],,['Laurens van der Post'],['Eva Monley'],"['Reese Witherspoon', 'Ethan Randall', 'Jack Thompson', 'Maximilian Schell']",['James Horner'],,['Buena Vista Pictures Distribution'],,['108 minutes'],['United States'],['English'],,['$12.9 million[1]'],,['Juan Ruiz Anchía'],"['\nMarch\xa012,\xa01993\xa0(1993-03-12)\n']",,['Ray Lovejoy'],"['Robert Caswell', 'Jonathan Hensleigh']",,"['Walt Disney Pictures', 'Amblin Entertainment', 'Touchwood Pacific Partners']"
182,The Adventures of Huck Finn (1993 film),['Stephen Sommers'],,"['Adventures of Huckleberry Finn', 'Mark Twain']",['Laurence Mark'],"['Elijah Wood', 'Courtney B. Vance', 'Robbie Coltrane', 'Jason Robards']",['Bill Conti'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['107 minutes'],['United States'],['English'],['$11 million[1]'],['$24.1 million'],,['Janusz Kamiński'],"['\nApril\xa02,\xa01993\xa0(1993-04-02)\n']",,['Bob Ducsay'],['Stephen Sommers'],,
183,Hocus Pocus (1993 film),['Kenny Ortega'],['David Kirschner'],,['Steven Haft'],"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch', 'Vinessa Shaw']",['John Debney'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['96 minutes[1]'],['United States'],['English'],['$28\xa0million[2]'],['$50.7\xa0million[3]'],,['Hiro Narita'],"['\nJuly\xa016,\xa01993\xa0(1993-07-16)\n']",,['Peter E. Berger'],['Mick Garris'],,
184,Cool Runnings,['Jon Turteltaub'],['Michael Ritchie'],,"['Dawn Steel', 'Chris Meledandri', 'Dawn Steel\nChris Meledandri[1]']","['John Candy', 'Leon Robinson', 'Doug E. Doug', 'Malik Yoba']",['Hans Zimmer'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['98 minutes'],['United States'],['English'],['$17 million'],['$154.9 million'],,['Phedon Papamichael'],"['\nOctober\xa01,\xa01993\xa0(1993-10-01)\n']",,['Bruce Green'],"['Tommy Swerdlow', 'Michael Goldberg']",,
185,The Three Musketeers (1993 film),['Stephen Herek'],,"['The Three Musketeers', 'Alexandre Dumas']","['Joe Roth', 'Roger Birnbaum']","['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell"", 'Oliver Platt', 'Tim Curry', 'Rebecca De Mornay']",['Michael Kamen'],,['Buena Vista Pictures Distribution'],,['105 minutes'],,['English'],['$30 million'],['$111 million'],,['Dean Semler'],"['\nNovember\xa012,\xa01993\xa0(1993-11-12)\n']",,['John F. Link'],['David Loughery'],['United StatesAustria[1]'],"['Walt Disney Pictures', 'Caravan Pictures']"
186,Iron Will,['Charles Haid'],,,['Patrick PalmerRobert Schwartz'],"['Mackenzie Astin', 'Kevin Spacey', 'David Ogden Stiers']",['Joel McNeely'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['109 minutes'],['United States'],['English'],,['$21 million[1]'],,['William Wages'],"['\nJanuary\xa014,\xa01994\xa0(1994-01-14)\n']",['John Michael Hayes'],['Andrew Doerfer'],,,
187,Blank Check (film),['Rupert Wainwright'],,,['Gary Adelson'],"['Karen Duffy', 'Brian Bonsall', 'Miguel Ferrer', 'James Rebhorn', 'Tone Lōc', 'Jayne Atkinson', 'Michael Lerner']",['Nicholas Pike'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['94 minutes'],['United States[1]'],['English'],['$13 million'],['$39 million[2]'],,['Bill Pope'],"['\nFebruary\xa011,\xa01994\xa0(1994-02-11)\n']",['Blake Snyder'],['Jill Savitt'],,,
188,D2: The Mighty Ducks,['Sam Weisman'],,['Charactersby Steven Brill'],"['Jon Avnet', 'Jordan Kerner']","['Emilio Estevez', 'Michael Tucker', 'Jan Rubeš', 'Kathryn Erbe']",['J. A. C. Redford'],,['Buena Vista Pictures Distribution'],,['106 minutes'],['United States'],['English'],,['$45.6 million'],,['Mark Irwin'],"['\nMarch\xa025,\xa01994\xa0(1994-03-25)\n']",['Steven Brill'],['John F. Link'],,,['Walt Disney Pictures']
189,White Fang 2: Myth of the White Wolf,['Ken Olin'],,,['Preston Fischer'],"['Scott Bairstow', 'Charmaine Craig', 'de', 'Alfred Molina', 'Geoffrey Lewis']",['John Debney'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['102 minutes'],['United States'],['English'],,['$8.9 million[1]'],,['Hiro Narita'],"['\nApril\xa014,\xa01994\xa0(1994-04-14)\n']",['David Fallon'],['Elba Sanchez-Short'],,,
190,The Return of Jafar,"['Tad Stones', 'Alan Zaslove']","['Duane Capizzi', 'Doug Langdale', 'Mark McCorkle', 'Robert Schooley']",,['\nTad Stones\nAlan Zaslove\n'],"['Gilbert Gottfried', 'Jason Alexander', 'Jonathan Freeman', 'Scott Weinger', 'Linda Larkin', 'Dan Castellaneta']","['Mark Watters', 'Silversher & Silversher']",,['Walt Disney Home Video'],,['69 minutes'],,['English'],['$5 million[4]'],,,,"['\nMay\xa020,\xa01994\xa0(1994-05-20)\n']","['Dev Ross', 'Jan Strnad']",['\nRobert S. Birchard\nElen Orson\n'],,"['United States[1]Australia[2] Japan[3]', 'United States[1]Australia[2] Japan[3]', 'United States[1]Australia[2] Japan[3]']","['Walt Disney Video Premiere', 'Walt Disney Television Animation', 'Walt Disney Video PremiereWalt Disney Television Animation[a]The Walt Disney Company[1]', 'The Walt Disney Company', 'Walt Disney Video PremiereWalt Disney Television Animation[a]The Walt Disney Company[1]']"
191,The Lion King,"['Roger Allers', 'Rob Minkoff']","['Andy Gaskill', 'Tom Sito', 'Burny Mattinson', 'Gary Trousdale', 'Jorgen Klubien', 'Jim Capobianco', 'Chris Sanders', 'Joe Ranft', 'Francis Glebas']",,['Don Hahn'],"['Matthew Broderick', 'Jonathan Taylor Thomas', 'James Earl Jones', 'Jeremy Irons', 'Moira Kelly', 'Ernie Sabella', 'Nathan Lane', 'Robert Guillaume', 'Rowan Atkinson', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings', 'Madge Sinclair']",['Hans Zimmer'],,['Buena Vista Pictures Distribution'],,['88 minutes[1]'],['United States'],['English'],['$45\xa0million[2]'],['$968.4\xa0million[3]'],,,"['\nJune\xa015,\xa01994\xa0(1994-06-15) (United States)\n']",,['Ivan Bilancio'],"['Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']",,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
192,Angels in the Outfield (1994 film),['William Dear'],,"['Angels in the Outfield', 'Dorothy Kingsley', 'George Wells']","['Joe Roth', 'Roger Birnbaum']","['Danny Glover', 'Tony Danza', 'Brenda Fricker', 'Ben Johnson', 'Jay O. Sanders', 'Christopher Lloyd']",['Randy Edelman'],,['Buena Vista Pictures Distribution'],,['102 minutes'],['United States'],['English'],['$31 million[1]'],['$50.2 million[1]'],,['Matthew F. Leonetti'],"['\nJuly\xa015,\xa01994\xa0(1994-07-15)\n']",,['Bruce Green'],['Holly Goldberg Sloan'],,"['Walt Disney Pictures', 'Caravan Pictures']"
193,Squanto: A Warrior's Tale,['Xavier Koller'],,,['Kathryn F. Galan'],"['Adam Beach', 'Michael Gambon', 'Nathaniel Parker', 'Mandy Patinkin']",['Joel McNeely'],['Walt Disney Pictures'],['Buena Vista Pictures Distribution'],,['102 minutes'],,['English'],,['$3.3 million[1]'],,['Robbie Greenberg'],"['\nOctober\xa028,\xa01994\xa0(1994-10-28)\n']",['Darlene Craviotto'],['\nLisa Day\nGillian Hutshing\n'],,['United StatesCanada'],
194,The Santa Clause,['John Pasquin'],,,"['Brian Reilly', 'Robert Newmyer']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson', 'David Krumholtz', 'Peter Boyle']",['Michael Convertino'],,['Buena Vista Pictures Distribution'],['Hollywood'],['97 minutes'],['United States'],['English'],['$22 million[1]'],['$190.3 million[1]'],,['Walt Lloyd'],,['Leo BenvenutiSteve Rudnick'],['Larry Bock'],,,"['Walt Disney Pictures', 'Hollywood Pictures']"
195,The Jungle Book (1994 film),['Stephen Sommers'],['Ronald YanoverMark Geldman'],"['The Jungle Book', 'The Second Jungle Book', 'Rudyard Kipling']","['Edward S. Feldman', 'Raju Patel']","['Jason Scott Lee', 'Cary Elwes', 'Lena Headey', 'Sam Neill', 'John Cleese']",['Basil Poledouris'],,"['Walt Disney Pictures', 'Walt Disney Pictures[2] (through Buena Vista Pictures Distribution; United States, United Kingdom, Benelux, Nordics)MDP Worldwide(International)', 'Buena Vista Pictures Distribution', 'Benelux', 'Nordics', 'MDP Worldwide']",,['111 minutes[3]'],['United States'],['English'],['$30 million[4]'],['$70 million'],,['Juan Ruiz Anchía'],"['\nDecember\xa025,\xa01994\xa0(1994-12-25)\n']",,['Bob Ducsay'],['Stephen SommersRonald YanoverMark Geldman'],,['Vegahom EuropeBaloo ProductionsJungle Book Films[1]']
196,Gargoyles the Movie: The Heroes Awaken,['\nSaburo Hashimoto\nTakamitsu Kawamura\nKazuo Terada\n'],,,['\nFrank Paur\nGreg Weisman\nLisa A. Salamone\n'],"['Thom Adcox-Hernandez', 'Edward Asner', 'Jeff Bennett', 'Clancy Brown', 'Keith David', 'Bill Fagerbakke', 'Jonathan Frakes', 'Patrick Fraley', 'Ed Gilbert', 'Peter Renaday', 'Salli Richardson', 'Marina Sirtis', 'Kath Soucie', 'Frank Welker']",['Carl Johnson'],"['Walt Disney Television Animation', 'Walt Disney Television Animation[1][a]', 'Walt Disney Television Animation[1][a]']","['Buena Vista Home Video', 'Buena Vista Home Video[2]']",,['92 minutes[3]'],,['English'],,,,,"['\nJanuary\xa031,\xa01995\xa0(1995-01-31)\n']",['\nEric Luke (story)\nMichael Reaves (screenplay/story)\n'],['Susan Edmunson'],,"['United States[1]\nJapan[1]', 'United States[1]\nJapan[1]']",
197,Heavyweights,['Steven Brill'],,,"['Roger Birnbaum', 'Joe Roth', 'Jack Giarraputo']","['Tom McGowan', 'Aaron Schwartz', 'Shaun Weiss', 'Tom Hodges', 'Leah Lail', 'Paul Feig', 'Kenan Thompson', 'David Bowe', 'Max Goldblatt', 'Jeffrey Tambor', 'Jerry Stiller', 'Anne Meara', 'Ben Stiller']",['J. A. C. Redford'],,['Buena Vista Pictures Distribution'],,['100 minutes'],['United States'],['English'],,['$17.6\xa0million[1]'],,['Victor Hammer'],"['\nFebruary\xa017,\xa01995\xa0(1995-02-17)\n']",['Judd Apatow'],"[""Carroll Timothy O'Meara""]",,,"['Walt Disney Pictures', 'Caravan Pictures']"
198,Man of the House (1995 film),['James Orr'],['Richard Jefferies'],,"['Bonnie Bruckheimer', 'Marty Katz']","['Chevy Chase', 'Farrah Fawcett', 'Jonathan Taylor Thomas', 'George Wendt']",['Mark Mancina'],,['Buena Vista Pictures Distribution'],,['96 minutes'],['United States'],['English'],['$22 million'],"['$40,070,995']",['Jonathan Taylor Thomas'],['Jamie Anderson'],"['\nMarch\xa03,\xa01995\xa0(1995-03-03)\n']",,['Harry Keramidas'],['James OrrJim Cruickshank'],,"['Walt Disney Pictures', 'Orr & Cruickshank Productions']"
199,Tall Tale (film),['Jeremiah Chechik'],,,"['Joe Roth', 'Roger Birnbaum']","['Scott Glenn', 'Oliver Platt', 'Nick Stahl', 'Stephen Lang', 'Roger Aaron Brown', ""Catherine O'Hara"", 'Patrick Swayze']",['Randy Edelman'],,['Buena Vista Pictures Distribution'],,['96 minutes'],['United States'],['English'],['$32 million(estimated)[1]'],['$8.2 million[1]'],,['Janusz Kamiński'],"['\nMarch\xa024,\xa01995\xa0(1995-03-24)\n']",['Robert Rodat'],['Richard Chew'],,,"['Walt Disney Pictures', 'Caravan Pictures']"
200,A Goofy Movie,['Kevin Lima'],['Jymn Magon'],"['Goof Troop', 'Robert Taylor', 'Michael Peraza Jr.', 'Goofy', 'Art Babbitt']",['Dan Rounds'],"['Bill Farmer', 'Jason Marsden', 'Jim Cummings', 'Kellie Martin', 'Rob Paulsen', 'Wallace Shawn', 'Jenna von Oÿ']",['Carter Burwell'],,"['Buena Vista Pictures Distribution', 'Buena Vista Pictures Distribution[1]']",,['78 minutes[5]'],['United States[1]'],['English'],['$18 million[6]'],['$37.6 million[7]'],,,"['April\xa07,\xa01995\xa0(1995-04-07)[1]']",,['Gregory Perler'],"['Jymn Magon', 'Chris Matheson', 'Brian Pimental']",,"['Walt Disney Pictures', 'Walt Disney Pictures[1]\nDisney MovieToons[2]\nWalt Disney Television Animation[3][a]', 'Disney MovieToons', 'Walt Disney Pictures[1]\nDisney MovieToons[2]\nWalt Disney Television Animation[3][a]', 'Walt Disney Television Animation', 'Walt Disney Pictures[1]\nDisney MovieToons[2]\nWalt Disney Television Animation[3][a]', 'Walt Disney Pictures[1]\nDisney MovieToons[2]\nWalt Disney Television Animation[3][a]']"
201,Pocahontas (1995 film),"['Mike Gabriel', 'Eric Goldberg']","['Glen Keane', 'Joe Grant', 'Ralph Zondag', 'Burny Mattinson', 'Kaan Kalyon', 'Francis Glebas', 'Chris Buck']",['Pocahontas'],['Jim Pentecost'],"['Christian Bale', 'Irene Bedard', 'Billy Connolly', 'Mel Gibson', 'Linda Hunt', 'John Kassir', 'Judy Kuhn', 'Russell Means', 'David Ogden Stiers', 'Michelle St. John', 'Gordon Tootoosis', 'Frank Welker']",['Alan Menken'],,['Buena Vista Pictures Distribution'],"['Central Park', 'June\xa010,\xa01995\xa0(1995-06-10) (Central Park)\nJune\xa023,\xa01995\xa0(1995-06-23) (United States)\n[1]']",['81 minutes[2]'],['United States'],['English'],['$55 million[3]'],['$346.1 million[1]'],,,,"['Carl Binder', 'Susannah Grant', 'Philip LaZebnik']",['H. Lee Peterson'],,,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
202,Operation Dumbo Drop,['Simon Wincer'],['Jim Morris'],,['David Madden'],"['Danny Glover', 'Ray Liotta', 'Denis Leary', 'Doug E. Doug', 'Corin Nemec']",['David Newman'],,['Buena Vista Pictures Distribution'],,['108 minutes'],,,['citation needed'],"['$24,670,346[1]']",,['Russell Boyd'],"['\nJuly\xa028,\xa01995\xa0(1995-07-28)\n']",,['O. Nicholas Brown'],"['Gene Quintano', 'Jim Kouf']",,"['Walt Disney Pictures', 'Interscope Communications', 'PolyGram Filmed Entertainment']"
203,A Kid in King Arthur's Court,['Michael Gottlieb'],,,['\nPeter Abrams\nJ.P. Guerin\nRobert L. Levy\n'],"['Thomas Ian Nicholas', 'Joss Ackland', 'Art Malik']",['J. A. C. Redford'],,['Buena Vista Pictures Distribution'],,['89 minutes'],,['English'],['$15 million'],['$13.4 million (domestic)[1]'],,['Elemér Ragályi'],"['\nAugust\xa011,\xa01995\xa0(1995-08-11)\n']",['Robert L. Levy'],['Anita Brandt-Burgoyne'],,['United KingdomUnited States'],"['Trimark Pictures', 'Walt Disney Pictures', 'Tapestry Films']"
204,The Big Green,['Holly Goldberg Sloan'],,,['Roger Birnbaum'],"['Steve Guttenberg', ""Olivia d'Abo"", 'Jay O. Sanders']",['Randy Edelman'],,['Buena Vista Pictures Distribution'],,['99 minutes'],['United States'],['English'],['$12 million'],['$17.7 million'],,['Ralf D. Bode'],"['\nSeptember\xa027,\xa01995\xa0(1995-09-27)\n']",['Holly Goldberg Sloan'],['John F. Link'],,,"['Walt Disney Pictures', 'Caravan Pictures']"
205,Frank and Ollie,['Theodore Thomas'],,,['Kuniko OkuboTheodore Thomas'],"['Frank Thomas', 'Ollie Johnston']",['John Reynolds'],,['Buena Vista Pictures Distribution'],['Sundance Film Festival'],['89 minutes'],['United States'],['English'],,,,['Erik Daarstad'],,['Theodore Thomas'],['Kathryn Camp'],,,['Walt Disney Pictures']
206,Toy Story,['John Lasseter'],"['Pete Docter', 'Joe Ranft']",,"['Bonnie Arnold', 'Ralph Guggenheim']","['Tom Hanks', 'Tim Allen', 'Annie Potts', 'John Ratzenberger', 'Don Rickles', 'Wallace Shawn', 'Jim Varney']",['Randy Newman'],,['Buena Vista Pictures Distribution'],['El Capitan Theatre'],['81 minutes[1]'],['United States'],['English'],['$30\xa0million[2]'],['$394.4\xa0million[3]'],,,,,['Lee Unkrich'],"['Joss Whedon', 'Andrew Stanton', 'Joel Cohen', 'Alec Sokolow']",,"['Walt Disney Pictures', 'Pixar Animation Studios']"
